agent_id,vehicle_type,depot_node,tasks_count,trips_count,mass_tons,pickup_km,unload_km,return_km,total_km,total_hours,km_limit,hour_limit,km_ok,hours_ok,assigned_task_ids
AGENT_00051,VT_AB,230361,16,1,16.424,16.22,63.761,59.834,139.815,9.526,140.0,10.0,True,True,"['TASK_04144', 'TASK_15002', 'TASK_02572', 'TASK_02533', 'TASK_02950', 'TASK_02949', 'TASK_02288', 'TASK_02467', 'TASK_02624', 'TASK_01142', 'TASK_01527', 'TASK_01085', 'TASK_01547', 'TASK_01545', 'TASK_01543', 'TASK_12693']"
AGENT_00124,VT_AB,230361,19,1,16.364,6.465,64.513,61.549,132.527,9.782,140.0,10.0,True,True,"['TASK_02907', 'TASK_02382', 'TASK_02384', 'TASK_02399', 'TASK_02334', 'TASK_09959', 'TASK_02576', 'TASK_02567', 'TASK_02566', 'TASK_02565', 'TASK_02564', 'TASK_02562', 'TASK_27061', 'TASK_02561', 'TASK_02569', 'TASK_27736', 'TASK_13994', 'TASK_02947', 'TASK_02939']"
AGENT_00290,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00333,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00370,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00030,VT_A,230361,19,1,17.066,5.646,62.463,61.549,129.659,9.582,130.0,10.0,True,True,"['TASK_02691', 'TASK_02690', 'TASK_17459', 'TASK_02362', 'TASK_02427', 'TASK_02389', 'TASK_02429', 'TASK_16999', 'TASK_02437', 'TASK_09747', 'TASK_02436', 'TASK_02794', 'TASK_02796', 'TASK_02275', 'TASK_02797', 'TASK_02812', 'TASK_02814', 'TASK_02822', 'TASK_02824']"
AGENT_00288,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00061,VT_AB,230361,14,1,23.991,31.208,16.231,22.097,69.536,6.137,140.0,10.0,True,True,"['TASK_17736', 'TASK_02428', 'TASK_02352', 'TASK_02353', 'TASK_02879', 'TASK_02245', 'TASK_02411', 'TASK_01345', 'TASK_01463', 'TASK_02535', 'TASK_02568', 'TASK_02310', 'TASK_15226', 'TASK_13142']"
AGENT_00281,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00357,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00284,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00213,VT_C,230361,18,2,41.108,14.219,38.134,22.097,74.45,9.684,140.0,10.0,True,True,"['TASK_15771', 'TASK_19349', 'TASK_14383', 'TASK_02385', 'TASK_15800', 'TASK_19690', 'TASK_19484', 'TASK_18895', 'TASK_20229', 'TASK_04402', 'TASK_04060', 'TASK_04154', 'TASK_14156', 'TASK_04455', 'TASK_04156', 'TASK_04454', 'TASK_04013', 'TASK_10947']"
AGENT_00282,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00291,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00581,VT_C,1746883131,5,1,20.901,22.645,11.689,28.663,62.997,4.613,140.0,10.0,True,True,"['TASK_29084', 'TASK_13181', 'TASK_03476', 'TASK_03477', 'TASK_03300']"
AGENT_00080,VT_AB,230361,15,1,11.247,21.455,58.449,59.834,139.737,9.222,140.0,10.0,True,True,"['TASK_02856', 'TASK_02646', 'TASK_23981', 'TASK_02647', 'TASK_21911', 'TASK_02492', 'TASK_02927', 'TASK_02926', 'TASK_02398', 'TASK_09716', 'TASK_02365', 'TASK_02898', 'TASK_17253', 'TASK_10112', 'TASK_26302']"
AGENT_00085,VT_AB,230361,19,1,16.46,7.453,62.202,61.549,131.204,9.967,140.0,10.0,True,True,"['TASK_04131', 'TASK_04479', 'TASK_04029', 'TASK_04077', 'TASK_04074', 'TASK_04073', 'TASK_28849', 'TASK_15453', 'TASK_21541', 'TASK_14569', 'TASK_04476', 'TASK_27012', 'TASK_17225', 'TASK_04481', 'TASK_21600', 'TASK_19859', 'TASK_03913', 'TASK_19053', 'TASK_03917']"
AGENT_00117,VT_AB,230361,10,1,11.274,18.253,61.331,59.834,139.418,8.149,140.0,10.0,True,True,"['TASK_04216', 'TASK_16099', 'TASK_21155', 'TASK_07475', 'TASK_07261', 'TASK_07750', 'TASK_07202', 'TASK_02286', 'TASK_03014', 'TASK_01161']"
AGENT_00175,VT_C,230361,10,1,20.382,15.311,13.243,21.872,50.426,5.792,140.0,10.0,True,True,"['TASK_15688', 'TASK_25650', 'TASK_19990', 'TASK_28472', 'TASK_04117', 'TASK_19854', 'TASK_23675', 'TASK_23676', 'TASK_22167', 'TASK_17674']"
AGENT_00316,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00344,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00345,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00375,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00575,VT_C,1746883131,10,1,20.089,43.58,52.362,39.965,135.907,9.678,140.0,10.0,True,True,"['TASK_20340', 'TASK_04477', 'TASK_04510', 'TASK_04738', 'TASK_04740', 'TASK_17327', 'TASK_12279', 'TASK_04749', 'TASK_14979', 'TASK_03304']"
AGENT_00602,VT_C,1746883131,10,1,19.452,66.109,20.364,36.931,123.404,9.109,140.0,10.0,True,True,"['TASK_17538', 'TASK_19743', 'TASK_19741', 'TASK_10776', 'TASK_03298', 'TASK_17605', 'TASK_21995', 'TASK_18197', 'TASK_03174', 'TASK_17056']"
AGENT_00194,VT_C,230361,10,1,9.406,10.217,65.484,61.549,137.25,9.739,140.0,10.0,True,True,"['TASK_22206', 'TASK_14891', 'TASK_02263', 'TASK_02940', 'TASK_14934', 'TASK_19501', 'TASK_02541', 'TASK_21705', 'TASK_21317', 'TASK_28376']"
AGENT_00300,VT_A,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,10.0,True,True,[]
AGENT_00327,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00328,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00329,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00331,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00332,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00358,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00372,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00373,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00382,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00384,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00577,VT_C,1746883131,11,1,10.37,23.369,56.955,50.612,130.936,9.802,140.0,10.0,True,True,"['TASK_25528', 'TASK_24917', 'TASK_28487', 'TASK_27834', 'TASK_27833', 'TASK_27438', 'TASK_19989', 'TASK_21757', 'TASK_03311', 'TASK_10008', 'TASK_03371']"
AGENT_00319,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00360,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00361,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00576,VT_C,1746883131,11,1,19.442,19.444,43.672,39.965,103.081,8.536,140.0,10.0,True,True,"['TASK_12106', 'TASK_05161', 'TASK_11081', 'TASK_14682', 'TASK_05142', 'TASK_21345', 'TASK_04517', 'TASK_14640', 'TASK_14615', 'TASK_17977', 'TASK_13943']"
AGENT_00586,VT_C,1746883131,13,1,16.781,25.942,37.857,48.493,112.292,9.654,140.0,10.0,True,True,"['TASK_23428', 'TASK_03663', 'TASK_03132', 'TASK_03236', 'TASK_10522', 'TASK_03679', 'TASK_03683', 'TASK_03445', 'TASK_03332', 'TASK_10408', 'TASK_03606', 'TASK_03733', 'TASK_03287']"
AGENT_00083,VT_AB,230361,19,1,17.487,9.497,62.95,61.549,133.997,9.823,140.0,10.0,True,True,"['TASK_18648', 'TASK_04222', 'TASK_02657', 'TASK_04428', 'TASK_17257', 'TASK_24030', 'TASK_02758', 'TASK_02774', 'TASK_02858', 'TASK_16249', 'TASK_02361', 'TASK_02642', 'TASK_02249', 'TASK_23997', 'TASK_02360', 'TASK_02933', 'TASK_02934', 'TASK_02335', 'TASK_02811']"
AGENT_00097,VT_AB,230361,6,1,17.582,15.832,9.876,7.671,33.379,2.771,140.0,10.0,True,True,"['TASK_22157', 'TASK_24721', 'TASK_18565', 'TASK_18285', 'TASK_20351', 'TASK_03266']"
AGENT_00189,VT_C,230361,11,1,10.87,10.132,57.534,61.549,129.214,9.723,140.0,10.0,True,True,"['TASK_18780', 'TASK_03908', 'TASK_20199', 'TASK_04195', 'TASK_11051', 'TASK_04354', 'TASK_11164', 'TASK_18555', 'TASK_04327', 'TASK_04329', 'TASK_04335']"
AGENT_00190,VT_C,230361,17,2,37.362,20.053,29.048,22.097,71.198,9.186,140.0,10.0,True,True,"['TASK_13458', 'TASK_23826', 'TASK_24486', 'TASK_09659', 'TASK_20190', 'TASK_07528', 'TASK_13992', 'TASK_07463', 'TASK_07416', 'TASK_21368', 'TASK_16502', 'TASK_21521', 'TASK_17568', 'TASK_13279', 'TASK_01587', 'TASK_01601', 'TASK_09252']"
AGENT_00231,VT_C,230361,10,1,19.438,9.059,21.901,22.097,53.057,5.912,140.0,10.0,True,True,"['TASK_20734', 'TASK_15690', 'TASK_02644', 'TASK_16892', 'TASK_02995', 'TASK_02331', 'TASK_19134', 'TASK_29292', 'TASK_21667', 'TASK_20373']"
AGENT_00232,VT_C,230361,7,1,18.175,14.499,12.547,7.671,34.717,4.028,140.0,10.0,True,True,"['TASK_14963', 'TASK_19658', 'TASK_04069', 'TASK_14260', 'TASK_23268', 'TASK_19659', 'TASK_02298']"
AGENT_00158,VT_C,230361,6,1,5.58,8.496,69.308,61.549,139.353,8.434,140.0,10.0,True,True,"['TASK_24341', 'TASK_14521', 'TASK_18740', 'TASK_01135', 'TASK_01255', 'TASK_01403']"
AGENT_00337,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00054,VT_AB,230361,20,1,18.11,6.128,64.294,61.549,131.971,9.939,140.0,10.0,True,True,"['TASK_18050', 'TASK_02358', 'TASK_03003', 'TASK_02329', 'TASK_02632', 'TASK_02648', 'TASK_02826', 'TASK_02825', 'TASK_02831', 'TASK_02809', 'TASK_02654', 'TASK_02650', 'TASK_02655', 'TASK_02637', 'TASK_02640', 'TASK_02639', 'TASK_02634', 'TASK_02349', 'TASK_02633', 'TASK_09948']"
AGENT_00055,VT_AB,230361,19,1,16.649,9.598,59.364,61.549,130.511,9.938,140.0,10.0,True,True,"['TASK_03911', 'TASK_19860', 'TASK_18549', 'TASK_26652', 'TASK_23762', 'TASK_03518', 'TASK_03594', 'TASK_03553', 'TASK_03556', 'TASK_03344', 'TASK_03376', 'TASK_03399', 'TASK_03378', 'TASK_03377', 'TASK_03643', 'TASK_03617', 'TASK_11178', 'TASK_03798', 'TASK_03506']"
AGENT_00334,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00057,VT_AB,230361,19,1,17.735,10.685,57.687,61.549,129.921,9.893,140.0,10.0,True,True,"['TASK_24011', 'TASK_09744', 'TASK_02248', 'TASK_15537', 'TASK_16328', 'TASK_02878', 'TASK_11214', 'TASK_02876', 'TASK_02258', 'TASK_02608', 'TASK_02550', 'TASK_02602', 'TASK_02708', 'TASK_02713', 'TASK_02451', 'TASK_02453', 'TASK_02452', 'TASK_02454', 'TASK_02556']"
AGENT_00226,VT_C,230361,9,1,17.963,11.7,17.422,22.097,51.219,5.478,140.0,10.0,True,True,"['TASK_26389', 'TASK_18594', 'TASK_09841', 'TASK_07340', 'TASK_07336', 'TASK_20493', 'TASK_21258', 'TASK_07152', 'TASK_29165']"
AGENT_00249,VT_A,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,10.0,True,True,[]
AGENT_00253,VT_AB,1533456031,6,1,17.859,10.531,5.244,1.482,17.256,2.119,140.0,10.0,True,True,"['TASK_09136', 'TASK_18769', 'TASK_02042', 'TASK_02036', 'TASK_17816', 'TASK_06025']"
AGENT_00325,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00335,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00366,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00610,VT_CD,1746883131,6,1,17.713,28.828,32.655,50.612,112.095,7.438,120.0,10.0,True,True,"['TASK_04921', 'TASK_18017', 'TASK_28845', 'TASK_17240', 'TASK_04530', 'TASK_04438']"
AGENT_00355,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00513,VT_AB,1746883131,18,1,15.766,24.178,58.992,50.612,133.781,9.754,140.0,10.0,True,True,"['TASK_03481', 'TASK_20083', 'TASK_23182', 'TASK_03669', 'TASK_03795', 'TASK_03503', 'TASK_03130', 'TASK_10472', 'TASK_03499', 'TASK_18919', 'TASK_03213', 'TASK_03214', 'TASK_03613', 'TASK_03611', 'TASK_03209', 'TASK_03210', 'TASK_03462', 'TASK_18341']"
AGENT_00580,VT_C,1746883131,4,1,15.215,56.732,16.744,39.965,113.441,6.556,140.0,10.0,True,True,"['TASK_17234', 'TASK_18637', 'TASK_07798', 'TASK_20651']"
AGENT_00565,VT_C,1746883131,5,1,15.736,37.928,12.679,28.663,79.27,5.353,140.0,10.0,True,True,"['TASK_25254', 'TASK_12125', 'TASK_22095', 'TASK_03276', 'TASK_19489']"
AGENT_00343,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00471,VT_AB,1746883131,20,1,7.786,25.594,50.769,40.565,116.927,9.372,140.0,10.0,True,True,"['TASK_23702', 'TASK_27920', 'TASK_13522', 'TASK_27921', 'TASK_11790', 'TASK_05262', 'TASK_14756', 'TASK_12285', 'TASK_21651', 'TASK_12096', 'TASK_05260', 'TASK_05273', 'TASK_14619', 'TASK_27591', 'TASK_14743', 'TASK_18766', 'TASK_05137', 'TASK_04781', 'TASK_10943', 'TASK_10956']"
AGENT_00084,VT_AB,230361,19,2,19.176,32.534,67.065,22.097,121.696,9.451,140.0,10.0,True,True,"['TASK_02984', 'TASK_02983', 'TASK_02861', 'TASK_02611', 'TASK_02714', 'TASK_02702', 'TASK_02415', 'TASK_02403', 'TASK_02394', 'TASK_26303', 'TASK_02600', 'TASK_02915', 'TASK_19415', 'TASK_02254', 'TASK_02479', 'TASK_02477', 'TASK_16060', 'TASK_17048', 'TASK_17047']"
AGENT_00086,VT_AB,230361,11,1,15.841,43.228,49.157,22.097,114.481,7.33,140.0,10.0,True,True,"['TASK_04116', 'TASK_26671', 'TASK_14271', 'TASK_03604', 'TASK_03380', 'TASK_20755', 'TASK_24656', 'TASK_16101', 'TASK_10801', 'TASK_04632', 'TASK_10931']"
AGENT_00087,VT_AB,230361,19,1,16.037,6.847,66.424,61.549,134.82,9.958,140.0,10.0,True,True,"['TASK_04145', 'TASK_13445', 'TASK_20103', 'TASK_04118', 'TASK_04083', 'TASK_20064', 'TASK_18490', 'TASK_15258', 'TASK_18832', 'TASK_02522', 'TASK_21960', 'TASK_14671', 'TASK_14901', 'TASK_14667', 'TASK_14669', 'TASK_02345', 'TASK_21987', 'TASK_14395', 'TASK_14387']"
AGENT_00088,VT_AB,230361,16,1,15.829,16.863,53.669,61.549,132.081,9.203,140.0,10.0,True,True,"['TASK_28440', 'TASK_28598', 'TASK_04385', 'TASK_04352', 'TASK_04196', 'TASK_28371', 'TASK_10864', 'TASK_11020', 'TASK_04152', 'TASK_04172', 'TASK_20118', 'TASK_04189', 'TASK_26179', 'TASK_11741', 'TASK_26351', 'TASK_03936']"
AGENT_00093,VT_AB,230361,17,1,14.047,10.849,64.416,61.549,136.814,9.781,140.0,10.0,True,True,"['TASK_19237', 'TASK_07666', 'TASK_07139', 'TASK_07236', 'TASK_07249', 'TASK_20392', 'TASK_20917', 'TASK_20923', 'TASK_07619', 'TASK_07356', 'TASK_07721', 'TASK_07478', 'TASK_07459', 'TASK_21049', 'TASK_07737', 'TASK_07302', 'TASK_07445']"
AGENT_00095,VT_AB,230361,19,1,15.966,24.425,40.295,33.702,98.422,8.461,140.0,10.0,True,True,"['TASK_02330', 'TASK_02631', 'TASK_02817', 'TASK_02819', 'TASK_02969', 'TASK_24234', 'TASK_01524', 'TASK_02832', 'TASK_02893', 'TASK_02842', 'TASK_13613', 'TASK_02751', 'TASK_02269', 'TASK_02268', 'TASK_02446', 'TASK_02673', 'TASK_04168', 'TASK_16840', 'TASK_23338']"
AGENT_00099,VT_AB,230361,19,1,15.396,7.707,66.735,61.549,135.991,9.926,140.0,10.0,True,True,"['TASK_15254', 'TASK_14073', 'TASK_02938', 'TASK_02584', 'TASK_02529', 'TASK_19936', 'TASK_02580', 'TASK_02507', 'TASK_02955', 'TASK_02953', 'TASK_02962', 'TASK_02698', 'TASK_03023', 'TASK_02999', 'TASK_02524', 'TASK_02692', 'TASK_16242', 'TASK_21254', 'TASK_02696']"
AGENT_00108,VT_AB,230361,18,1,15.692,11.696,56.224,61.549,129.469,9.575,140.0,10.0,True,True,"['TASK_03345', 'TASK_03375', 'TASK_03770', 'TASK_03264', 'TASK_26954', 'TASK_18913', 'TASK_09642', 'TASK_11689', 'TASK_03155', 'TASK_10555', 'TASK_03122', 'TASK_03689', 'TASK_03691', 'TASK_11227', 'TASK_03530', 'TASK_03062', 'TASK_13411', 'TASK_23024']"
AGENT_00112,VT_AB,230361,18,1,13.925,11.35,64.817,61.549,137.716,9.878,140.0,10.0,True,True,"['TASK_22443', 'TASK_14064', 'TASK_14173', 'TASK_19652', 'TASK_26825', 'TASK_15551', 'TASK_02516', 'TASK_02504', 'TASK_02506', 'TASK_03018', 'TASK_15227', 'TASK_03016', 'TASK_02906', 'TASK_02287', 'TASK_14940', 'TASK_16218', 'TASK_23685', 'TASK_03870']"
AGENT_00115,VT_AB,230361,19,1,15.606,8.962,66.631,61.549,137.142,9.954,140.0,10.0,True,True,"['TASK_09957', 'TASK_09919', 'TASK_02617', 'TASK_03020', 'TASK_03011', 'TASK_03019', 'TASK_02680', 'TASK_26066', 'TASK_02678', 'TASK_11667', 'TASK_02679', 'TASK_02621', 'TASK_28688', 'TASK_02321', 'TASK_16769', 'TASK_01370', 'TASK_17882', 'TASK_17443', 'TASK_02967']"
AGENT_00348,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00376,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00167,VT_C,230361,4,2,16.157,8.108,68.186,61.549,137.843,7.666,140.0,10.0,True,True,"['TASK_04380', 'TASK_09686', 'TASK_18121', 'TASK_23468']"
AGENT_00569,VT_C,1746883131,12,2,19.844,37.095,35.496,48.493,121.084,9.704,140.0,10.0,True,True,"['TASK_15153', 'TASK_17601', 'TASK_03423', 'TASK_03425', 'TASK_03056', 'TASK_22307', 'TASK_03292', 'TASK_25053', 'TASK_09977', 'TASK_11561', 'TASK_03293', 'TASK_28009']"
AGENT_00374,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00379,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00251,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00311,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00356,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00174,VT_C,230361,10,1,9.867,16.188,57.247,61.549,134.984,9.636,140.0,10.0,True,True,"['TASK_19516', 'TASK_19746', 'TASK_03603', 'TASK_03405', 'TASK_03179', 'TASK_29071', 'TASK_26501', 'TASK_18934', 'TASK_20219', 'TASK_03430']"
AGENT_00020,VT_A,230361,12,1,14.734,13.073,37.841,33.702,84.617,6.166,130.0,10.0,True,True,"['TASK_23820', 'TASK_03268', 'TASK_03265', 'TASK_23928', 'TASK_10254', 'TASK_10012', 'TASK_10490', 'TASK_11076', 'TASK_10901', 'TASK_16219', 'TASK_10910', 'TASK_10832']"
AGENT_00063,VT_AB,230361,15,1,14.733,11.717,60.75,61.549,134.016,8.984,140.0,10.0,True,True,"['TASK_02982', 'TASK_02871', 'TASK_23980', 'TASK_02897', 'TASK_02395', 'TASK_02267', 'TASK_28242', 'TASK_02323', 'TASK_15739', 'TASK_02891', 'TASK_02848', 'TASK_02781', 'TASK_02844', 'TASK_02720', 'TASK_02717']"
AGENT_00094,VT_AB,230361,12,1,14.701,16.317,33.62,33.702,83.639,6.245,140.0,10.0,True,True,"['TASK_02942', 'TASK_02956', 'TASK_02525', 'TASK_02520', 'TASK_02515', 'TASK_02905', 'TASK_01363', 'TASK_01557', 'TASK_01529', 'TASK_15794', 'TASK_14046', 'TASK_01251']"
AGENT_00254,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00275,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00313,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00314,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00365,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00252,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00250,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
