agent_id,vehicle_type,depot_node,tasks_count,trips_count,mass_tons,pickup_km,unload_km,return_km,total_km,total_hours,km_limit,hour_limit,km_ok,hours_ok,assigned_task_ids
AGENT_00056,VT_AB,230361,16,1,14.082,9.162,57.481,61.549,128.193,9.101,140.0,10.0,True,True,"['TASK_03381', 'TASK_03382', 'TASK_26955', 'TASK_03260', 'TASK_03336', 'TASK_23932', 'TASK_03334', 'TASK_03704', 'TASK_03705', 'TASK_18548', 'TASK_16276', 'TASK_03694', 'TASK_03727', 'TASK_03766', 'TASK_03767', 'TASK_10175']"
AGENT_00421,VT_AB,1746883131,12,1,14.269,31.727,38.139,48.493,118.36,7.632,140.0,10.0,True,True,"['TASK_20228', 'TASK_10474', 'TASK_18992', 'TASK_03790', 'TASK_03815', 'TASK_03177', 'TASK_19325', 'TASK_10565', 'TASK_03364', 'TASK_10607', 'TASK_18333', 'TASK_20197']"
AGENT_00292,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00347,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00308,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00338,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00339,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00340,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00341,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00446,VT_AB,1746883131,16,1,13.387,50.159,39.043,48.493,137.695,9.377,140.0,10.0,True,True,"['TASK_04679', 'TASK_26526', 'TASK_10806', 'TASK_27241', 'TASK_27910', 'TASK_25926', 'TASK_15143', 'TASK_04259', 'TASK_24336', 'TASK_04187', 'TASK_04578', 'TASK_04581', 'TASK_04583', 'TASK_20305', 'TASK_11025', 'TASK_17837']"
AGENT_00320,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00433,VT_AB,1746883131,14,1,13.484,21.746,55.695,50.612,128.053,8.536,140.0,10.0,True,True,"['TASK_03778', 'TASK_14072', 'TASK_03582', 'TASK_03583', 'TASK_03581', 'TASK_03168', 'TASK_18330', 'TASK_03253', 'TASK_03101', 'TASK_15868', 'TASK_03034', 'TASK_09705', 'TASK_03228', 'TASK_23249']"
AGENT_00307,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00323,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00354,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00364,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00369,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00169,VT_C,230361,9,1,8.684,13.653,63.547,61.549,138.749,9.457,140.0,10.0,True,True,"['TASK_02783', 'TASK_02390', 'TASK_18679', 'TASK_26668', 'TASK_22759', 'TASK_02896', 'TASK_15991', 'TASK_02606', 'TASK_02804']"
AGENT_00170,VT_C,230361,12,2,17.669,47.334,39.93,33.702,120.965,9.698,140.0,10.0,True,True,"['TASK_04072', 'TASK_10257', 'TASK_03904', 'TASK_17767', 'TASK_04035', 'TASK_16567', 'TASK_05924', 'TASK_15910', 'TASK_17796', 'TASK_12377', 'TASK_14967', 'TASK_21976']"
AGENT_00171,VT_C,230361,8,1,12.587,46.23,26.928,22.097,95.254,7.13,140.0,10.0,True,True,"['TASK_21648', 'TASK_02616', 'TASK_25201', 'TASK_21728', 'TASK_02501', 'TASK_02536', 'TASK_13534', 'TASK_00156']"
AGENT_00172,VT_C,230361,9,1,8.168,10.869,67.12,61.549,139.538,9.493,140.0,10.0,True,True,"['TASK_22883', 'TASK_17961', 'TASK_17673', 'TASK_14273', 'TASK_06458', 'TASK_06544', 'TASK_14373', 'TASK_18485', 'TASK_13927']"
AGENT_00351,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00377,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00592,VT_C,1746883131,6,1,12.154,47.686,26.125,36.931,110.742,7.134,140.0,10.0,True,True,"['TASK_17525', 'TASK_16009', 'TASK_03784', 'TASK_03119', 'TASK_19143', 'TASK_19116']"
AGENT_00601,VT_C,1746883131,11,1,10.645,28.284,55.948,50.612,134.843,9.979,140.0,10.0,True,True,"['TASK_16760', 'TASK_23898', 'TASK_03039', 'TASK_22322', 'TASK_14094', 'TASK_03035', 'TASK_03237', 'TASK_29372', 'TASK_03658', 'TASK_03721', 'TASK_03700']"
AGENT_00312,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00385,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00193,VT_C,230361,11,2,24.582,57.125,42.946,22.097,122.168,9.403,140.0,10.0,True,True,"['TASK_18741', 'TASK_01377', 'TASK_16935', 'TASK_24863', 'TASK_04401', 'TASK_04536', 'TASK_04205', 'TASK_13755', 'TASK_10660', 'TASK_26561', 'TASK_00415']"
AGENT_00350,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00472,VT_AB,1746883131,13,1,12.288,24.687,57.047,50.612,132.346,8.594,140.0,10.0,True,True,"['TASK_18564', 'TASK_03780', 'TASK_03779', 'TASK_03783', 'TASK_13586', 'TASK_03576', 'TASK_03578', 'TASK_19392', 'TASK_10370', 'TASK_10028', 'TASK_16471', 'TASK_14791', 'TASK_14788']"
AGENT_00468,VT_AB,1746883131,10,1,12.569,36.691,42.867,48.493,128.052,7.595,140.0,10.0,True,True,"['TASK_25452', 'TASK_03089', 'TASK_03459', 'TASK_03291', 'TASK_03275', 'TASK_03320', 'TASK_03321', 'TASK_03458', 'TASK_03060', 'TASK_27718']"
AGENT_00255,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00263,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00315,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00321,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00322,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00048,VT_AB,230361,7,1,11.831,15.978,29.027,22.097,67.102,4.356,140.0,10.0,True,True,"['TASK_11067', 'TASK_11523', 'TASK_10256', 'TASK_28182', 'TASK_03315', 'TASK_03461', 'TASK_03079']"
AGENT_00050,VT_AB,230361,7,1,11.798,18.322,13.507,22.097,53.926,3.867,140.0,10.0,True,True,"['TASK_02622', 'TASK_02498', 'TASK_01395', 'TASK_01462', 'TASK_01321', 'TASK_01322', 'TASK_13941']"
AGENT_00058,VT_AB,230361,14,1,11.182,10.357,64.708,61.549,136.613,9.052,140.0,10.0,True,True,"['TASK_03872', 'TASK_03871', 'TASK_04114', 'TASK_03869', 'TASK_14269', 'TASK_11455', 'TASK_20783', 'TASK_07710', 'TASK_07187', 'TASK_07184', 'TASK_07321', 'TASK_15315', 'TASK_07464', 'TASK_14323']"
AGENT_00064,VT_AB,230361,7,1,6.719,19.191,54.499,59.834,133.524,7.144,140.0,10.0,True,True,"['TASK_04434', 'TASK_27872', 'TASK_03061', 'TASK_10798', 'TASK_23561', 'TASK_03719', 'TASK_03112']"
AGENT_00065,VT_AB,230361,11,1,11.968,22.864,39.669,33.702,96.235,6.57,140.0,10.0,True,True,"['TASK_03086', 'TASK_17337', 'TASK_29072', 'TASK_03058', 'TASK_18581', 'TASK_15082', 'TASK_10205', 'TASK_10453', 'TASK_03175', 'TASK_23904', 'TASK_03933']"
AGENT_00071,VT_AB,230361,14,1,11.564,8.569,66.175,61.549,136.293,8.819,140.0,10.0,True,True,"['TASK_02526', 'TASK_02528', 'TASK_02530', 'TASK_02537', 'TASK_11129', 'TASK_11093', 'TASK_02300', 'TASK_02354', 'TASK_02465', 'TASK_02471', 'TASK_02299', 'TASK_02318', 'TASK_02968', 'TASK_02468']"
AGENT_00072,VT_AB,230361,15,1,11.99,7.122,63.076,61.549,131.747,8.809,140.0,10.0,True,True,"['TASK_03008', 'TASK_03006', 'TASK_02641', 'TASK_28271', 'TASK_02726', 'TASK_02481', 'TASK_02728', 'TASK_02485', 'TASK_02482', 'TASK_02487', 'TASK_02489', 'TASK_02491', 'TASK_02803', 'TASK_02800', 'TASK_02799']"
AGENT_00073,VT_AB,230361,13,1,11.71,13.238,41.99,33.702,88.93,6.645,140.0,10.0,True,True,"['TASK_17865', 'TASK_04326', 'TASK_20294', 'TASK_11842', 'TASK_04421', 'TASK_20291', 'TASK_26505', 'TASK_10959', 'TASK_19432', 'TASK_04344', 'TASK_21617', 'TASK_10917', 'TASK_03998']"
AGENT_00074,VT_AB,230361,9,1,11.547,14.515,25.105,33.702,73.322,5.215,140.0,10.0,True,True,"['TASK_02589', 'TASK_07404', 'TASK_20784', 'TASK_07248', 'TASK_20916', 'TASK_20860', 'TASK_07739', 'TASK_07560', 'TASK_14516']"
AGENT_00077,VT_AB,230361,7,1,5.858,12.267,65.847,61.549,139.663,7.499,140.0,10.0,True,True,"['TASK_07098', 'TASK_11802', 'TASK_14239', 'TASK_07263', 'TASK_07730', 'TASK_20683', 'TASK_27520']"
AGENT_00079,VT_AB,230361,12,1,11.845,16.239,61.977,59.834,138.05,8.612,140.0,10.0,True,True,"['TASK_02304', 'TASK_02311', 'TASK_01537', 'TASK_01530', 'TASK_01552', 'TASK_10264', 'TASK_01258', 'TASK_01343', 'TASK_01346', 'TASK_01149', 'TASK_17648', 'TASK_01476']"
AGENT_00090,VT_AB,230361,9,1,11.992,29.283,43.059,33.702,106.043,6.518,140.0,10.0,True,True,"['TASK_16347', 'TASK_03796', 'TASK_03792', 'TASK_03797', 'TASK_03602', 'TASK_15768', 'TASK_23971', 'TASK_27806', 'TASK_03415']"
AGENT_00091,VT_AB,230361,12,1,11.486,8.504,61.262,61.549,131.314,8.331,140.0,10.0,True,True,"['TASK_02407', 'TASK_02409', 'TASK_02721', 'TASK_02418', 'TASK_02417', 'TASK_02419', 'TASK_02381', 'TASK_02375', 'TASK_02892', 'TASK_02440', 'TASK_02743', 'TASK_02705']"
AGENT_00096,VT_AB,230361,11,1,10.033,9.936,68.228,61.549,139.714,8.301,140.0,10.0,True,True,"['TASK_02470', 'TASK_11162', 'TASK_02475', 'TASK_02958', 'TASK_02957', 'TASK_02463', 'TASK_01364', 'TASK_10701', 'TASK_01365', 'TASK_24071', 'TASK_14176']"
AGENT_00100,VT_AB,230361,3,1,11.996,13.094,15.681,7.671,36.446,2.199,140.0,10.0,True,True,"['TASK_20242', 'TASK_02259', 'TASK_01296']"
AGENT_00101,VT_AB,230361,10,1,8.691,11.05,67.373,61.549,139.971,8.112,140.0,10.0,True,True,"['TASK_02570', 'TASK_02585', 'TASK_01361', 'TASK_28510', 'TASK_02961', 'TASK_19002', 'TASK_02693', 'TASK_14645', 'TASK_02675', 'TASK_01359']"
AGENT_00102,VT_AB,230361,10,1,11.701,14.489,42.555,33.702,90.746,6.021,140.0,10.0,True,True,"['TASK_03959', 'TASK_04038', 'TASK_18222', 'TASK_18997', 'TASK_23634', 'TASK_10975', 'TASK_11021', 'TASK_11018', 'TASK_10985', 'TASK_21307']"
AGENT_00103,VT_AB,230361,11,1,11.238,14.772,54.511,61.549,130.832,7.971,140.0,10.0,True,True,"['TASK_10609', 'TASK_11007', 'TASK_10061', 'TASK_02544', 'TASK_26985', 'TASK_26810', 'TASK_04264', 'TASK_03828', 'TASK_10789', 'TASK_04249', 'TASK_04041']"
AGENT_00104,VT_AB,230361,9,1,7.021,15.415,62.907,61.549,139.871,7.988,140.0,10.0,True,True,"['TASK_16010', 'TASK_22391', 'TASK_12182', 'TASK_14351', 'TASK_18368', 'TASK_01355', 'TASK_26542', 'TASK_27022', 'TASK_18391']"
AGENT_00105,VT_AB,230361,9,1,11.839,14.387,30.285,33.702,78.374,5.406,140.0,10.0,True,True,"['TASK_02573', 'TASK_02312', 'TASK_02309', 'TASK_02965', 'TASK_01256', 'TASK_01401', 'TASK_01396', 'TASK_01147', 'TASK_13489']"
AGENT_00106,VT_AB,230361,6,1,5.649,8.987,68.751,61.549,139.286,7.164,140.0,10.0,True,True,"['TASK_14892', 'TASK_03013', 'TASK_03012', 'TASK_01154', 'TASK_01160', 'TASK_19836']"
AGENT_00107,VT_AB,230361,10,1,8.559,8.844,67.319,61.549,137.712,8.098,140.0,10.0,True,True,"['TASK_01368', 'TASK_16438', 'TASK_01348', 'TASK_01369', 'TASK_13144', 'TASK_01528', 'TASK_10261', 'TASK_10848', 'TASK_20387', 'TASK_13766']"
AGENT_00113,VT_AB,230361,11,1,11.928,26.72,40.83,33.702,101.253,6.759,140.0,10.0,True,True,"['TASK_10034', 'TASK_23607', 'TASK_20209', 'TASK_10993', 'TASK_11019', 'TASK_04547', 'TASK_04292', 'TASK_10987', 'TASK_11026', 'TASK_10971', 'TASK_01165']"
AGENT_00114,VT_AB,230361,12,1,11.851,14.804,57.357,61.549,133.709,8.391,140.0,10.0,True,True,"['TASK_18603', 'TASK_10215', 'TASK_15242', 'TASK_03392', 'TASK_18678', 'TASK_03046', 'TASK_03108', 'TASK_19464', 'TASK_26402', 'TASK_14153', 'TASK_03436', 'TASK_03437']"
AGENT_00163,VT_C,230361,6,2,12.712,14.194,59.526,61.549,135.269,8.249,140.0,10.0,True,True,"['TASK_14747', 'TASK_02250', 'TASK_02769', 'TASK_04063', 'TASK_25544', 'TASK_21151']"
AGENT_00165,VT_C,230361,7,1,11.659,42.669,29.761,22.097,94.527,6.747,140.0,10.0,True,True,"['TASK_23450', 'TASK_17620', 'TASK_22141', 'TASK_16257', 'TASK_24710', 'TASK_07407', 'TASK_17079']"
AGENT_00166,VT_C,230361,13,2,20.794,33.037,46.321,33.702,113.06,9.689,140.0,10.0,True,True,"['TASK_03350', 'TASK_03509', 'TASK_03608', 'TASK_03162', 'TASK_10424', 'TASK_10093', 'TASK_03769', 'TASK_03805', 'TASK_03188', 'TASK_15140', 'TASK_11210', 'TASK_17508', 'TASK_29060']"
AGENT_00178,VT_C,230361,4,1,11.148,14.234,4.555,7.671,26.46,2.603,140.0,10.0,True,True,"['TASK_02972', 'TASK_02651', 'TASK_18697', 'TASK_11833']"
AGENT_00182,VT_C,230361,7,1,11.526,7.211,27.394,22.097,56.702,5.027,140.0,10.0,True,True,"['TASK_04234', 'TASK_11056', 'TASK_04244', 'TASK_03849', 'TASK_04314', 'TASK_03978', 'TASK_03827']"
AGENT_00187,VT_C,230361,10,1,11.998,53.528,36.408,33.702,123.638,9.12,140.0,10.0,True,True,"['TASK_03840', 'TASK_17946', 'TASK_14806', 'TASK_04091', 'TASK_10664', 'TASK_24343', 'TASK_03893', 'TASK_04373', 'TASK_04318', 'TASK_23557']"
AGENT_00196,VT_C,230361,7,1,11.66,58.868,39.033,22.097,119.998,7.904,140.0,10.0,True,True,"['TASK_02767', 'TASK_02669', 'TASK_02755', 'TASK_02772', 'TASK_02836', 'TASK_02441', 'TASK_20410']"
AGENT_00198,VT_C,230361,11,1,10.93,12.725,54.956,61.549,129.231,9.724,140.0,10.0,True,True,"['TASK_04094', 'TASK_10656', 'TASK_24518', 'TASK_24325', 'TASK_04451', 'TASK_04173', 'TASK_14935', 'TASK_26385', 'TASK_03981', 'TASK_24921', 'TASK_24272']"
AGENT_00209,VT_C,230361,7,1,11.976,9.474,25.267,22.097,56.838,5.034,140.0,10.0,True,True,"['TASK_10679', 'TASK_04092', 'TASK_03839', 'TASK_02252', 'TASK_20220', 'TASK_02459', 'TASK_02439']"
AGENT_00215,VT_C,230361,13,2,21.631,37.416,48.483,33.702,119.601,9.986,140.0,10.0,True,True,"['TASK_24271', 'TASK_10320', 'TASK_04505', 'TASK_26894', 'TASK_04278', 'TASK_25241', 'TASK_10921', 'TASK_19277', 'TASK_03232', 'TASK_21441', 'TASK_02106', 'TASK_24430', 'TASK_18130']"
AGENT_00220,VT_C,230361,6,1,11.565,7.421,23.223,22.097,52.74,4.497,140.0,10.0,True,True,"['TASK_02401', 'TASK_02922', 'TASK_02925', 'TASK_02596', 'TASK_16102', 'TASK_23399']"
AGENT_00270,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00274,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00277,VT_AD,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,True,True,[]
AGENT_00443,VT_AB,1746883131,11,1,11.174,29.716,55.07,50.612,135.398,8.242,140.0,10.0,True,True,"['TASK_22324', 'TASK_18580', 'TASK_25920', 'TASK_03111', 'TASK_03110', 'TASK_03761', 'TASK_03434', 'TASK_03439', 'TASK_03424', 'TASK_18028', 'TASK_03429']"
AGENT_00504,VT_AB,1746883131,4,1,1.797,27.885,61.546,42.511,131.942,6.418,140.0,10.0,True,True,"['TASK_14574', 'TASK_04533', 'TASK_17235', 'TASK_04792']"
AGENT_00467,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00469,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00205,VT_C,230361,9,1,11.621,12.421,33.876,33.702,79.999,6.786,140.0,10.0,True,True,"['TASK_02997', 'TASK_10709', 'TASK_02542', 'TASK_18203', 'TASK_01145', 'TASK_01531', 'TASK_01561', 'TASK_01564', 'TASK_01086']"
AGENT_00211,VT_C,230361,8,1,11.636,14.791,40.83,33.702,89.324,6.86,140.0,10.0,True,True,"['TASK_02872', 'TASK_01105', 'TASK_01117', 'TASK_01121', 'TASK_24349', 'TASK_13397', 'TASK_01114', 'TASK_01087']"
AGENT_00256,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00326,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00330,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00352,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00353,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00257,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00258,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00429,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00259,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00268,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00430,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00611,VT_A,230361,3,1,2.827,9.057,55.672,61.549,126.279,5.922,130.0,10.0,True,True,"['TASK_10110', 'TASK_23911', 'TASK_03427']"
AGENT_00617,VT_AD,230361,8,1,10.172,30.125,28.575,33.702,92.403,6.56,120.0,10.0,True,True,"['TASK_07120', 'TASK_07498', 'TASK_13497', 'TASK_12776', 'TASK_13621', 'TASK_06089', 'TASK_28706', 'TASK_14350']"
AGENT_00618,VT_AD,230361,6,1,10.628,51.847,16.752,22.097,90.696,5.843,120.0,10.0,True,True,"['TASK_26845', 'TASK_21604', 'TASK_01013', 'TASK_29203', 'TASK_08175', 'TASK_24389']"
AGENT_00619,VT_AD,230361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,True,True,[]
AGENT_00620,VT_AD,230361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,True,True,[]
AGENT_00621,VT_AD,230361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,True,True,[]
AGENT_00622,VT_AD,230361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,True,True,[]
AGENT_00623,VT_AD,230361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,True,True,[]
AGENT_00317,VT_AB,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00214,VT_C,230361,6,1,9.67,11.614,28.676,22.097,62.386,4.936,140.0,10.0,True,True,"['TASK_04225', 'TASK_04325', 'TASK_21860', 'TASK_04360', 'TASK_03837', 'TASK_04160']"
AGENT_00435,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00476,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00477,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00488,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00497,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00498,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00499,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00500,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00501,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00482,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00483,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00484,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00507,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00566,VT_C,1746883131,8,1,10.178,22.212,28.124,48.493,98.83,7.292,140.0,10.0,True,True,"['TASK_00892', 'TASK_00779', 'TASK_13746', 'TASK_15819', 'TASK_00930', 'TASK_19362', 'TASK_18545', 'TASK_01004']"
AGENT_00567,VT_C,1746883131,9,1,9.62,24.466,64.709,50.612,139.786,9.504,140.0,10.0,True,True,"['TASK_00891', 'TASK_01046', 'TASK_00928', 'TASK_00905', 'TASK_01061', 'TASK_01002', 'TASK_00954', 'TASK_00676', 'TASK_00662']"
AGENT_00066,VT_AB,230361,10,1,9.618,12.211,62.033,61.549,135.794,8.038,140.0,10.0,True,True,"['TASK_02916', 'TASK_02595', 'TASK_02738', 'TASK_02739', 'TASK_02914', 'TASK_01112', 'TASK_13392', 'TASK_01096', 'TASK_01099', 'TASK_01102']"
AGENT_00092,VT_AB,230361,5,1,8.453,29.769,31.785,22.097,83.651,4.645,140.0,10.0,True,True,"['TASK_07765', 'TASK_03049', 'TASK_10879', 'TASK_10977', 'TASK_10988']"
AGENT_00109,VT_AB,230361,8,1,9.707,25.584,39.141,33.702,98.427,6.001,140.0,10.0,True,True,"['TASK_13549', 'TASK_13646', 'TASK_14994', 'TASK_01479', 'TASK_27608', 'TASK_01483', 'TASK_01454', 'TASK_14992']"
AGENT_00186,VT_C,230361,1,1,0.92,5.149,65.551,61.549,132.249,6.361,140.0,10.0,True,True,['TASK_22366']
AGENT_00216,VT_C,230361,6,1,9.674,53.817,27.98,22.097,103.894,6.822,140.0,10.0,True,True,"['TASK_02768', 'TASK_02715', 'TASK_02719', 'TASK_02397', 'TASK_02928', 'TASK_13748']"
AGENT_00218,VT_C,230361,7,1,9.594,23.602,28.804,33.702,86.108,6.364,140.0,10.0,True,True,"['TASK_14585', 'TASK_10038', 'TASK_03247', 'TASK_07723', 'TASK_15247', 'TASK_00836', 'TASK_00946']"
AGENT_00221,VT_C,230361,6,2,18.916,17.403,34.413,22.097,73.912,5.46,140.0,10.0,True,True,"['TASK_17768', 'TASK_02559', 'TASK_02742', 'TASK_01126', 'TASK_18758', 'TASK_24643']"
AGENT_00228,VT_C,230361,5,1,9.251,60.444,28.702,21.872,111.017,6.796,140.0,10.0,True,True,"['TASK_03842', 'TASK_21637', 'TASK_04017', 'TASK_04339', 'TASK_21994']"
AGENT_00230,VT_C,230361,7,1,7.584,14.396,52.429,59.834,126.659,8.207,140.0,10.0,True,True,"['TASK_23512', 'TASK_03181', 'TASK_19476', 'TASK_03273', 'TASK_03235', 'TASK_03222', 'TASK_03221']"
AGENT_00264,VT_AB,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00289,VT_C,1533456031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00367,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00368,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00380,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00381,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00383,VT_C,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00508,VT_AB,1746883131,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,True,True,[]
AGENT_00570,VT_C,1746883131,4,1,9.772,24.746,8.319,29.267,62.332,4.233,140.0,10.0,True,True,"['TASK_01036', 'TASK_00945', 'TASK_00925', 'TASK_16564']"
AGENT_00594,VT_C,1746883131,3,1,9.435,34.151,44.433,50.612,129.196,6.923,140.0,10.0,True,True,"['TASK_27538', 'TASK_18063', 'TASK_19215']"
AGENT_00295,VT_A,1903257537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,10.0,True,True,[]
AGENT_00582,VT_C,1746883131,7,1,8.945,25.554,29.007,48.493,103.054,7.134,140.0,10.0,True,True,"['TASK_24659', 'TASK_01055', 'TASK_01056', 'TASK_12897', 'TASK_00934', 'TASK_00898', 'TASK_00926']"
